project_title,project_url,university_name,supervisors_info,applications_info
PhD Research Project: Computer Vision for Ambient Assisted Living at University of Portsmouth,/phds/project/computer-vision-for-ambient-assisted-living/?p153070,University of Portsmouth,"Supervisors: Dr R Khusainov, Dr R Curry",Year round applications
"PhD Research Project: The nature of depression in men with prostate cancer (PCa): associations with inflammation, gut-function and fatty acids. at Nottingham Trent University",/phds/project/the-nature-of-depression-in-men-with-prostate-cancer-pca-associations-with-inflammation-gut-function-and-fatty-acids/?p155262,Nottingham Trent University,Supervisor: Dr S McArdle,Year round applications
PhD Research Project: Explainable AI for 6G and future open networks at University of York,/phds/project/explainable-ai-for-6g-and-future-open-networks/?p155258,University of York,Supervisor: Dr H Ahmadi,Year round applications
PhD Research Project: Exploring the function of the rhodococcal cell envelope (ref: SF22/HLS/APP/DOVER) at Northumbria University,/phds/project/exploring-the-function-of-the-rhodococcal-cell-envelope-ref-sf22-hls-app-dover/?p155253,Northumbria University,Supervisor: Dr L Dover,Year round applications
PhD Research Project: Engineering Enzymes for Sustainable Production Methods (ref: SF22/HLS/APP/VAN LOO) at Northumbria University,/phds/project/engineering-enzymes-for-sustainable-production-methods-ref-sf22-hls-app-van-loo/?p155252,Northumbria University,Supervisor: Dr B Van Loo,Year round applications
PhD Research Project: Utilisation of novel approaches in the bioprospecting of extreme habitats for novel antimicrobial agents. (ref: SF22/HLS/APP/ALJONES) at Northumbria University,/phds/project/utilisation-of-novel-approaches-in-the-bioprospecting-of-extreme-habitats-for-novel-antimicrobial-agents-ref-sf22-hls-app-aljones/?p155251,Northumbria University,Supervisor: Dr A Jones,Year round applications
"PhD Research Project: Optimisation of bone and joint cell behaviour on novel orthopaedic metal implant materials:  New solutions to joint implants design, manufacture and biological testing. (ref: SF22/HLS/APP/Racey) at Northumbria University",/phds/project/optimisation-of-bone-and-joint-cell-behaviour-on-novel-orthopaedic-metal-implant-materials-new-solutions-to-joint-implants-design-manufacture-and-biological-testing-ref-sf22-hls-app-racey/?p155249,Northumbria University,Supervisor: Dr S Racey,Year round applications
PhD Research Project: Functional Regulation of Microcephalin-1 in Mitosis and DNA Repair (ref: SF22/HLS/APP/JOWSEY) at Northumbria University,/phds/project/functional-regulation-of-microcephalin-1-in-mitosis-and-dna-repair-ref-sf22-hls-app-jowsey/?p155248,Northumbria University,Supervisor: Dr P Jowsey,Year round applications
PhD Research Project: 3D-modeling of human skeletal muscle for in vitro functional assaying (ref: SF22/HLS/APP/SIMOES) at Northumbria University,/phds/project/3d-modeling-of-human-skeletal-muscle-for-in-vitro-functional-assaying-ref-sf22-hls-app-simoes/?p155247,Northumbria University,Supervisor: Dr D Simoes,Year round applications
PhD Research Project: Observations of breaking ocean waves using state of the art stereovision and image processing techniques. at Imperial College London,/phds/project/observations-of-breaking-ocean-waves-using-state-of-the-art-stereovision-and-image-processing-techniques/?p153151,Imperial College London,Supervisor: Dr A Callaghan,Year round applications
PhD Research Project: Synthesis of novel metal chelators against Parkinson’s Disease (ref: SF22/HLS/APP/TETARD) at Northumbria University,/phds/project/synthesis-of-novel-metal-chelators-against-parkinson-s-disease-ref-sf22-hls-app-tetard/?p155243,Northumbria University,Supervisor: Dr D Tetard,Year round applications
PhD Research Project: Developing Personalised Vaccines – the Next Generation in Vaccine Development (ref: SF22/HLS/APP/ANTONIOU) at Northumbria University,/phds/project/developing-personalised-vaccines-the-next-generation-in-vaccine-development-ref-sf22-hls-app-antoniou/?p155242,Northumbria University,Supervisor: Dr A Antoniou,Year round applications
PhD Research Project: Accountability through Interpretability in Visual and Multimodal Machine Learning Systems at Durham University,/phds/project/accountability-through-interpretability-in-visual-and-multimodal-machine-learning-systems/?p155203,Durham University,Supervisor: Dr N Al Moubayed,Year round applications
PhD Research Project: Speculative space: Architectural imaginaries and utopian practice through science fiction at University of Reading,/phds/project/speculative-space-architectural-imaginaries-and-utopian-practice-through-science-fiction/?p155145,University of Reading,Supervisor: Ms A Butt,Year round applications
PhD Research Project: Sustainable feedstocks for low carbon chemicals manufacture at University of Nottingham,/phds/project/sustainable-feedstocks-for-low-carbon-chemicals-manufacture/?p155140,University of Nottingham,Supervisor: Prof J Mckechnie,Year round applications
PhD Research Project: Hybrid Robotics for Future Reconfigurable Manufacturing at University of Strathclyde,/phds/project/hybrid-robotics-for-future-reconfigurable-manufacturing/?p155126,University of Strathclyde,"Supervisors: Dr R Vithanage, Prof S.G. Pierce",Year round applications
PhD Research Project: Molecular mechanisms for spinal cord repair after injury: from pharmacological treatment to spatial transcriptomics at Imperial College London,/phds/project/molecular-mechanisms-for-spinal-cord-repair-after-injury-from-pharmacological-treatment-to-spatial-transcriptomics/?p155115,Imperial College London,Supervisor: Prof S Di Giovanni,Year round applications
EPSRC Centre for Doctoral Training: EPSRC Centre for Doctoral Training in Compound Semiconductor Manufacturing at Cardiff University,/phds/program/epsrc-centre-for-doctoral-training-in-compound-semiconductor-manufacturing/?i33p4492,,N/A,Funded PhD Programme (Students Worldwide)
EPSRC Centre for Doctoral Training: EPSRC Centre for Doctoral Training in Compound Semiconductor Manufacturing at The University of Manchester,/phds/program/epsrc-centre-for-doctoral-training-in-compound-semiconductor-manufacturing/?i332p4492,,N/A,Funded PhD Programme (Students Worldwide)
EPSRC Centre for Doctoral Training: EPSRC Centre for Doctoral Training in Compound Semiconductor Manufacturing at University College London,/phds/program/epsrc-centre-for-doctoral-training-in-compound-semiconductor-manufacturing/?i274p4492,,N/A,Funded PhD Programme (Students Worldwide)
EPSRC Centre for Doctoral Training: EPSRC Centre for Doctoral Training in Compound Semiconductor Manufacturing at University of Sheffield,/phds/program/epsrc-centre-for-doctoral-training-in-compound-semiconductor-manufacturing/?i348p4492,,N/A,Funded PhD Programme (Students Worldwide)
PhD Research Project: Molecular and Cell Biology of Lipid Sensing Nuclear Receptors in Cancer at University of Leeds,/phds/project/molecular-and-cell-biology-of-lipid-sensing-nuclear-receptors-in-cancer/?p155085,University of Leeds,Supervisor: Dr J L Thorne,Open Day(s)
PhD Research Project: Photocatalysis for Energy Applications at University of Sheffield,/phds/project/photocatalysis-for-energy-applications/?p143759,University of Sheffield,"Supervisors: Dr S Vernuccio, Dr N Martsinovich",Year round applications
PhD Research Project: Sustainable Catalysis at University of Sheffield,/phds/project/sustainable-catalysis/?p143638,University of Sheffield,Supervisor: Dr S Vernuccio,Year round applications
PhD Research Project: RF Electronics and Radar Antenna Systems for Automotive Radar and other Related Scenarios at University of Edinburgh,/phds/project/rf-electronics-and-radar-antenna-systems-for-automotive-radar-and-other-related-scenarios/?p152967,University of Edinburgh,Supervisor: Dr S Podilchak,14 December 2023
BBSRC Doctoral Training Partnership: White Rose BBSRC Doctoral Training Partnership (DTP) in Mechanistic Biology at University of Leeds,/phds/program/white-rose-bbsrc-doctoral-training-partnership-dtp-in-mechanistic-biology/?i321p791,,N/A,Funded PhD Programme (Students Worldwide)
BBSRC Doctoral Training Partnership: White Rose BBSRC Doctoral Training Partnership (DTP) in Mechanistic Biology at University of Sheffield,/phds/program/white-rose-bbsrc-doctoral-training-partnership-dtp-in-mechanistic-biology/?i348p791,,N/A,Funded PhD Programme (Students Worldwide)
BBSRC Doctoral Training Partnership: White Rose BBSRC Doctoral Training Partnership (DTP) in Mechanistic Biology at University of York,/phds/program/white-rose-bbsrc-doctoral-training-partnership-dtp-in-mechanistic-biology/?i376p791,,N/A,Funded PhD Programme (Students Worldwide)
PhD Research Project: PhD in Geographical and Earth Sciences - Xenoliths in carbonaceous chondrite meteorites as treasure troves of early Solar System history at University of Glasgow,/phds/project/phd-in-geographical-and-earth-sciences-xenoliths-in-carbonaceous-chondrite-meteorites-as-treasure-troves-of-early-solar-system-history/?p155052,University of Glasgow,"Supervisors: Prof M Lee, Dr SG Griffin, Dr L Daly",Year round applications
PhD Research Project: Restoration of microbial homeostasis as a novel intervention for immune ageing at University of Birmingham,/phds/project/restoration-of-microbial-homeostasis-as-a-novel-intervention-for-immune-ageing/?p155024,University of Birmingham,Supervisor: Dr N Duggal,Year round applications
PhD Research Project: Novel materials for ankle ligament repair at University of Sheffield,/phds/project/novel-materials-for-ankle-ligament-repair/?p155007,University of Sheffield,Supervisor: Prof I Roy,Year round applications
PhD Research Project: Patient-Specific Stem Cells to Interrogate the Molecular Mechanism of Pain in Parkinson’s Disease at Newcastle University,/phds/project/patient-specific-stem-cells-to-interrogate-the-molecular-mechanism-of-pain-in-parkinson-s-disease/?p153071,Newcastle University,"Supervisors: Dr M Alsaqati, Dr I Obara, Dr S Telezhkin",Year round applications
PhD Research Project: Real-time Networked based Musical Interaction in virtual immersive environments at University of York,/phds/project/real-time-networked-based-musical-interaction-in-virtual-immersive-environments/?p106494,University of York,Supervisor: Dr G Kearney,Year round applications
PhD Research Project: Semantic random-access technology for future wireless ecosystems at University of York,/phds/project/semantic-random-access-technology-for-future-wireless-ecosystems/?p110347,University of York,Supervisor: Dr Y Ko,Year round applications
"PhD Research Project: Soundscape Research: Analysis, Auralisation, and Assessment at University of York",/phds/project/soundscape-research-analysis-auralisation-and-assessment/?p106498,University of York,Supervisor: Prof D Murphy,Year round applications
PhD Research Project: Optimisation surface characterisation at University of York,/phds/project/optimisation-surface-characterisation/?p106545,University of York,Supervisor: Prof J A Robinson,Year round applications
PhD Research Project: Machine Learning for classifying and characterising living cell cultures at University of York,/phds/project/machine-learning-for-classifying-and-characterising-living-cell-cultures/?p106528,University of York,Supervisor: Prof S Smith,Year round applications
PhD Research Project: Interactive spatial audio rendering at University of York,/phds/project/interactive-spatial-audio-rendering/?p106497,University of York,Supervisor: Prof D Murphy,Year round applications
PhD Research Project: Intelligent microsystems – Micro-sensors with in-sensor computing capabilities at University of York,/phds/project/intelligent-microsystems-micro-sensors-with-in-sensor-computing-capabilities/?p151138,University of York,"Supervisors: Dr C Zhao, Dr M Trefzer",Year round applications
PhD Research Project: Influence of listener movement on tonality and spatial quality in adaptive immersive surround sound systems at University of York,/phds/project/influence-of-listener-movement-on-tonality-and-spatial-quality-in-adaptive-immersive-surround-sound-systems/?p106493,University of York,Supervisor: Dr G Kearney,Year round applications
PhD Research Project: Improvements in headphone based 3-D audio using adaptive binaural signal processing and robust head-tracking at University of York,/phds/project/improvements-in-headphone-based-3-d-audio-using-adaptive-binaural-signal-processing-and-robust-head-tracking/?p106492,University of York,Supervisor: Dr G Kearney,Year round applications
PhD Research Project: Hybrid description methods for human faces at University of York,/phds/project/hybrid-description-methods-for-human-faces/?p106544,University of York,Supervisor: Prof J A Robinson,Year round applications
"PhD Research Project: Computational neuroscience: Statistical signal processing for multivariate neuronal data,  Neural computing with Spiking neural networks. at University of York",/phds/project/computational-neuroscience-statistical-signal-processing-for-multivariate-neuronal-data-neural-computing-with-spiking-neural-networks/?p106529,University of York,Supervisor: Dr D Halliday,Year round applications
PhD Research Project: Building Baymax - Flexible Robot Skin: Smart sensors and algorithms at University of York,/phds/project/building-baymax-flexible-robot-skin-smart-sensors-and-algorithms/?p151140,University of York,"Supervisors: Dr C Zhao, Dr J Zhu",Year round applications
PhD Research Project: Investigating the effectiveness of ‘Drinking Water Safety Planning’ for future smart water systems at University of Leeds,/phds/project/investigating-the-effectiveness-of-drinking-water-safety-planning-for-future-smart-water-systems/?p154992,University of Leeds,Supervisor: Prof J Bartram,Open Day(s)
PhD Research Project: Autonomous cooperation of bio-inspired adaptable lightweight mobile robots at University of York,/phds/project/autonomous-cooperation-of-bio-inspired-adaptable-lightweight-mobile-robots/?p106531,University of York,"Supervisors: Dr M A Post, Prof A M Tyrrell",Year round applications
"PhD Research Project: Development of lipid-polymer hybrid nanoparticles via microfluidics, for the intracellular delivery of nucleic acid therapeutics. at University of Greenwich",/phds/project/development-of-lipid-polymer-hybrid-nanoparticles-via-microfluidics-for-the-intracellular-delivery-of-nucleic-acid-therapeutics/?p137457,University of Greenwich,"Supervisors: Dr N Lavignac, Dr V Gubala",Year round applications
"PhD Research Project: Development of lipid-polymer hybrid nanoparticles via microfluidics, for the intracellular delivery of nucleic acid therapeutics. at University of Kent",/phds/project/development-of-lipid-polymer-hybrid-nanoparticles-via-microfluidics-for-the-intracellular-delivery-of-nucleic-acid-therapeutics/?d3500p137457,University of Kent,"Supervisors: Dr N Lavignac, Dr V Gubala",Year round applications
PhD Research Project: Cross-modal sensory integration for motor decision making. at University of Greenwich,/phds/project/cross-modal-sensory-integration-for-motor-decision-making/?p137655,University of Greenwich,"Supervisors: Dr S Koutsikou, Dr T von der Haar",Year round applications
PhD Research Project: Cross-modal sensory integration for motor decision making. at University of Kent,/phds/project/cross-modal-sensory-integration-for-motor-decision-making/?d3500p137655,University of Kent,"Supervisors: Dr S Koutsikou, Dr T von der Haar",Year round applications
PhD Research Project: The Creation of Anti-Viral Plastic Nanobodies for Diagnostics and Therapeutics via Molecular Imprinting of Synthetic Polymers at University of Greenwich,/phds/project/the-creation-of-anti-viral-plastic-nanobodies-for-diagnostics-and-therapeutics-via-molecular-imprinting-of-synthetic-polymers/?p137452,University of Greenwich,"Supervisors: Dr A Hall, Dr N Temperton",Year round applications
PhD Research Project: The Creation of Anti-Viral Plastic Nanobodies for Diagnostics and Therapeutics via Molecular Imprinting of Synthetic Polymers at University of Kent,/phds/project/the-creation-of-anti-viral-plastic-nanobodies-for-diagnostics-and-therapeutics-via-molecular-imprinting-of-synthetic-polymers/?d3500p137452,University of Kent,"Supervisors: Dr A Hall, Dr N Temperton",Year round applications
"PhD Research Project: Generation of human cytomegalovirus-pseudotyped particles and development of systems for the study of viral cell entry mechanisms, neutralizing antibody responses to infection and vaccination, and testing of potential novel therapeutics at University of Greenwich",/phds/project/generation-of-human-cytomegalovirus-pseudotyped-particles-and-development-of-systems-for-the-study-of-viral-cell-entry-mechanisms-neutralizing-antibody-responses-to-infection-and-vaccination-and-testing-of-potential-novel-therapeutics/?p137465,University of Greenwich,"Supervisors: Dr S Scott, Dr N Temperton, Dr M Reeves",Year round applications
"PhD Research Project: Generation of human cytomegalovirus-pseudotyped particles and development of systems for the study of viral cell entry mechanisms, neutralizing antibody responses to infection and vaccination, and testing of potential novel therapeutics at University of Kent",/phds/project/generation-of-human-cytomegalovirus-pseudotyped-particles-and-development-of-systems-for-the-study-of-viral-cell-entry-mechanisms-neutralizing-antibody-responses-to-infection-and-vaccination-and-testing-of-potential-novel/?d3500p137465,University of Kent,"Supervisors: Dr S Scott, Dr N Temperton, Dr M Reeves",Year round applications
PhD Research Project: Selection and evaluation of new universal influenza vaccine candidates using monoclonal antibodies and digitally designed HA and NA libraries & pseudotype virus screens at University of Greenwich,/phds/project/selection-and-evaluation-of-new-universal-influenza-vaccine-candidates-using-monoclonal-antibodies-and-digitally-designed-ha-and-na-libraries-and-pseudotype-virus-screens/?p126614,University of Greenwich,"Supervisors: Dr N Temperton, Dr S Scott, Prof J Heeney",Year round applications
PhD Research Project: Selection and evaluation of new universal influenza vaccine candidates using monoclonal antibodies and digitally designed HA and NA libraries & pseudotype virus screens at University of Kent,/phds/project/selection-and-evaluation-of-new-universal-influenza-vaccine-candidates-using-monoclonal-antibodies-and-digitally-designed-ha-and-na-libraries-and-pseudotype-virus-screens/?d3500p126614,University of Kent,"Supervisors: Dr N Temperton, Dr S Scott, Prof J Heeney",Year round applications
PhD Research Project: Cross-talks of immune checkpoint pathways determine the abilities of human malignant tumours to suppress cytotoxic attacks and escape immune surveillance at University of Greenwich,/phds/project/cross-talks-of-immune-checkpoint-pathways-determine-the-abilities-of-human-malignant-tumours-to-suppress-cytotoxic-attacks-and-escape-immune-surveillance/?p137459,University of Greenwich,Supervisor: Dr V Sumbayev,Year round applications
PhD Research Project: Cross-talks of immune checkpoint pathways determine the abilities of human malignant tumours to suppress cytotoxic attacks and escape immune surveillance at University of Kent,/phds/project/cross-talks-of-immune-checkpoint-pathways-determine-the-abilities-of-human-malignant-tumours-to-suppress-cytotoxic-attacks-and-escape-immune-surveillance/?d3500p137459,University of Kent,Supervisor: Dr V Sumbayev,Year round applications
"PhD Research Project: Deciphering the landscape of nucleoporin and lamin function in nucleocytoplasmic communication, nuclear scaffolding and transcriptional control in disease prevention at University of Greenwich",/phds/project/deciphering-the-landscape-of-nucleoporin-and-lamin-function-in-nucleocytoplasmic-communication-nuclear-scaffolding-and-transcriptional-control-in-disease-prevention/?p126624,University of Greenwich,"Supervisors: Dr F Papagiannouli, Dr G Lall",Year round applications
"PhD Research Project: Deciphering the landscape of nucleoporin and lamin function in nucleocytoplasmic communication, nuclear scaffolding and transcriptional control in disease prevention at University of Kent",/phds/project/deciphering-the-landscape-of-nucleoporin-and-lamin-function-in-nucleocytoplasmic-communication-nuclear-scaffolding-and-transcriptional-control-in-disease-prevention/?d3500p126624,University of Kent,"Supervisors: Dr F Papagiannouli, Dr G Lall",Year round applications
PhD Research Project: Audio for Virtual and Augmented Reality at University of York,/phds/project/audio-for-virtual-and-augmented-reality/?p106489,University of York,Supervisor: Dr G Kearney,Year round applications
PhD Research Project: AI and Machine Learning for the diagnosis and monitoring of Parkinson’s and Alzheimer’s disease at University of York,/phds/project/ai-and-machine-learning-for-the-diagnosis-and-monitoring-of-parkinson-s-and-alzheimer-s-disease/?p106523,University of York,Supervisor: Prof S Smith,Year round applications
PhD Research Project: 3-year PhD studentship: 3D printing in vitro models to understand the impact of the bacterial biofilm/host environment on the effectiveness of antimicrobials in cystic fibrosis - (ENG 1624) at University of Nottingham,/phds/project/3-year-phd-studentship-3d-printing-in-vitro-models-to-understand-the-impact-of-the-bacterial-biofilm-host-environment-on-the-effectiveness-of-antimicrobials-in-cystic-fibrosis-eng-1624/?p154941,University of Nottingham,Supervisor: Dr I Centre for Additive Manufacture,Year round applications
PhD Research Project: Voltage Stability (Power system dynamic behaviour) at University of Strathclyde,/phds/project/voltage-stability-power-system-dynamic-behaviour/?p154934,University of Strathclyde,Supervisor: Dr J Carroll,Year round applications
PhD Research Project: Dissecting the role of novel haematopoietic factors in development and disease at University of Birmingham,/phds/project/dissecting-the-role-of-novel-haematopoietic-factors-in-development-and-disease/?p154912,University of Birmingham,"Supervisors: Dr R Monteiro, Dr R Arnold",Year round applications
PhD Research Project: Interactions between introduced tree species and native mycorrhizal fungi in the UK at University of Reading,/phds/project/interactions-between-introduced-tree-species-and-native-mycorrhizal-fungi-in-the-uk/?p105266,University of Reading,Supervisor: Dr BJ Pickles,Year round applications
PhD Research Project: Investigating novel Arabidopsis recombination mutants at University of Leicester,/phds/project/investigating-novel-arabidopsis-recombination-mutants/?p141646,University of Leicester,"Supervisors: Dr J Higgins, Dr D Guttery",Year round applications
PhD Research Project: Laser Driven Neutron Sources at High Repetition Rate at Queen’s University Belfast,/phds/project/laser-driven-neutron-sources-at-high-repetition-rate/?p141505,Queen’s University Belfast,Supervisor: Dr S Kar,Year round applications
PhD Research Project: Harnessing Quantum Radical Metal-organic Frameworks at University of Nottingham,/phds/project/harnessing-quantum-radical-metal-organic-frameworks/?p143261,University of Nottingham,Supervisor: Dr M Cliffe,Year round applications
PhD Opportunities: Multiscale Models for Life (MM4L) Centre for Doctoral Training at King’s College London,/phds/program/multiscale-models-for-life-mm4l-centre-for-doctoral-training/?i132p5947,,N/A,Funded PhD Programme (Students Worldwide)
PhD Research Project: Developing next generation sunscreens by learning from nature at University of Birmingham,/phds/project/developing-next-generation-sunscreens-by-learning-from-nature/?p154825,University of Birmingham,Supervisor: Prof V Stavros,Year round applications
PhD Research Project: Toward next generation space environment modeling capability at University of Birmingham,/phds/project/toward-next-generation-space-environment-modeling-capability/?p154822,University of Birmingham,Supervisor: Dr D Themens,Year round applications
PhD Research Project: Realising Engines in the Quantum Regime with Single Atoms at University of Birmingham,/phds/project/realising-engines-in-the-quantum-regime-with-single-atoms/?p154821,University of Birmingham,Supervisor: Prof G Barontini,Year round applications
PhD Research Project: Detecting Dark Matter with Quantum Technology at University of Birmingham,/phds/project/detecting-dark-matter-with-quantum-technology/?p154820,University of Birmingham,Supervisor: Prof G Barontini,Year round applications
PhD Research Project: Algae Based Biomanufacturing at University of Sheffield,/phds/project/algae-based-biomanufacturing/?p143760,University of Sheffield,Supervisor: Dr J Pandhal,Year round applications
PhD Research Project: Self-Assembled MOF Composites at University of Birmingham,/phds/project/self-assembled-mof-composites/?p154751,University of Birmingham,Supervisor: Prof N. R. C. Champness,Year round applications
PhD Research Project: Biopolymers for packaging and membrane applications at University of Edinburgh,/phds/project/biopolymers-for-packaging-and-membrane-applications/?p154749,University of Edinburgh,Supervisor: Prof MG De Angelis,27 January 2024
PhD Research Project: Cell signalling and gene expression dynamics in Drosophila at The University of Manchester,/phds/project/cell-signalling-and-gene-expression-dynamics-in-drosophila/?p146854,The University of Manchester,Supervisor: Prof H Ashe,Year round applications
PhD Research Project: Selective drug uptake by cell surface transporters at The University of Manchester,/phds/project/selective-drug-uptake-by-cell-surface-transporters/?p130484,The University of Manchester,Supervisor: Dr P Day,Year round applications
PhD Research Project: Mechanistic models for protein binding and transport in organ impairment at The University of Manchester,/phds/project/mechanistic-models-for-protein-binding-and-transport-in-organ-impairment/?p142184,The University of Manchester,"Supervisors: Dr Daniel Scotcher, Dr A Galetin, Prof P Kalra",Year round applications
PhD Research Project: PhD Studentship in Shear band modelling of Plastic Bonded Explosives at Imperial College London,/phds/project/phd-studentship-in-shear-band-modelling-of-plastic-bonded-explosives/?p154735,Imperial College London,Supervisor: Prof M Charalambides,Year round applications
PhD Research Project: Understanding and optimising motor cortex plasticity at The University of Manchester,/phds/project/understanding-and-optimising-motor-cortex-plasticity/?p143616,The University of Manchester,"Supervisors: Dr C Lea-Carnall, Dr L Parkes, Prof W El-Deredy",Year round applications
Arts Research Programme: PhD opportunities in Computer Science at Brunel University London at Brunel University London,/phds/programme/phd-opportunities-in-computer-science-at-brunel-university-london/?p3838,,N/A,Awaiting Funding Decision/Possible External Funding
PhD Research Programme: PhD opportunities in Games Design at Brunel University London at Brunel University London,/phds/programme/phd-opportunities-in-games-design-at-brunel-university-london/?p5679,,N/A,Self-Funded PhD Students Only
PhD Research Project: Generative Logic Model for Data-Driven Discovery of Symbolic Commonsense Knowledge [Self Funded Students Only] at Cardiff University,/phds/project/generative-logic-model-for-data-driven-discovery-of-symbolic-commonsense-knowledge-self-funded-students-only/?p154679,Cardiff University,"Supervisors: Dr H Kido, Dr MWA Caminada",Year round applications
PhD Research Project: Affective Adaptation in VR Exergaming [Self Funded Students Only] at Cardiff University,/phds/project/affective-adaptation-in-vr-exergaming-self-funded-students-only/?p154672,Cardiff University,Supervisor: Dr S Barathi,Year round applications
Social Sciences Research Programme: School of Events Tourism and Hospitality Management at Leeds Beckett University,/phds/programme/school-of-events-tourism-and-hospitality-management/?p4494,,N/A,Self-Funded PhD Students Only
PhD Research Project: Self-supervised learning defending against advanced cyber threats in IoT [Self Funded Students Only] at Cardiff University,/phds/project/self-supervised-learning-defending-against-advanced-cyber-threats-in-iot-self-funded-students-only/?p154659,Cardiff University,"Supervisors: Dr S Li, Dr TL Li",Year round applications
PhD Research Project: Bring cutting-edge AI to the digital forensic analysis [Self Funded Students Only] at Cardiff University,/phds/project/bring-cutting-edge-ai-to-the-digital-forensic-analysis-self-funded-students-only/?p154656,Cardiff University,"Supervisors: Dr S Li, Dr G Theodorakopoulos",Year round applications
PhD Research Project: Advanced privacy-enhancing techniques using homomorphic encryption in cloud computing [Self Funded Students Only] at Cardiff University,/phds/project/advanced-privacy-enhancing-techniques-using-homomorphic-encryption-in-cloud-computing-self-funded-students-only/?p154655,Cardiff University,Supervisor: Dr S Li,Year round applications
PhD Research Project: PhD Scholarship in spiking architectures for event-based computing at Heriot-Watt University,/phds/project/phd-scholarship-in-spiking-architectures-for-event-based-computing/?p154630,Heriot-Watt University,Supervisor: Dr Y Altmann,Year round applications
PhD Research Project: Net zero housing retrofits - assuring a sustainable low-carbon transition in the domestic sector at University of Reading,/phds/project/net-zero-housing-retrofits-assuring-a-sustainable-low-carbon-transition-in-the-domestic-sector/?p144129,University of Reading,Supervisor: Dr E Mohareb,Year round applications
PhD Research Project: Post-Oil Imagination:  creative practices as prefigurative actions towards post-fossil fuel worlds at University of Reading,/phds/project/post-oil-imagination-creative-practices-as-prefigurative-actions-towards-post-fossil-fuel-worlds/?p154604,University of Reading,Supervisor: Dr P Plaza,Year round applications
PhD Research Project: Impacts of oversizing on the performance of energy and environmental systems at University of Reading,/phds/project/impacts-of-oversizing-on-the-performance-of-energy-and-environmental-systems/?p132391,University of Reading,Supervisor: Dr M Shahrestani,Year round applications
PhD Research Project: Decarbonisation of heating and cooling systems for net zero carbon future at University of Reading,/phds/project/decarbonisation-of-heating-and-cooling-systems-for-net-zero-carbon-future/?p132232,University of Reading,Supervisor: Dr M Shahrestani,Year round applications
PhD Research Project: Understanding the cellular mechanisms underpinning the loss of bone homeostasis in inflammation and ageing to identify novel therapeutic targets at University of Birmingham,/phds/project/understanding-the-cellular-mechanisms-underpinning-the-loss-of-bone-homeostasis-in-inflammation-and-ageing-to-identify-novel-therapeutic-targets/?p154596,University of Birmingham,Supervisor: Dr A Naylor,Year round applications
PhD Research Project: AI for Ecology and Biodiversity: Inferring habitat-species interactions from historical records [Self Funded Students Only] at Cardiff University,/phds/project/ai-for-ecology-and-biodiversity-inferring-habitat-species-interactions-from-historical-records-self-funded-students-only/?p154594,Cardiff University,"Supervisors: Prof C Jones, Dr P Corcoran, Dr S Perkins, Dr K Stock",Year round applications
PhD Research Project: Extracting content from social media for situation awareness in emergency response. [Self Funded Students Only] at Cardiff University,/phds/project/extracting-content-from-social-media-for-situation-awareness-in-emergency-response-self-funded-students-only/?p154592,Cardiff University,"Supervisors: Prof C Jones, Dr F Liberatore, Dr K Stock",Year round applications
PhD Research Project: Explainable Rankings [Self Funded Students Only] at Cardiff University,/phds/project/explainable-rankings-self-funded-students-only/?p154588,Cardiff University,Supervisor: Dr R Booth,Year round applications
PhD Research Project: Mapping the Character of Geographic Places [Self Funded Students Only] at Cardiff University,/phds/project/mapping-the-character-of-geographic-places-self-funded-students-only/?p154587,Cardiff University,"Supervisors: Prof C Jones, Dr P Corcoran",Year round applications
PhD Research Project: The Future Landscape of Environmental Social and Governance (ESG) Reporting at University of Reading,/phds/project/the-future-landscape-of-environmental-social-and-governance-esg-reporting/?p154581,University of Reading,Supervisor: Dr W Lin,Year round applications
PhD Research Project: Examining the Future of Marriage at University of Reading,/phds/project/examining-the-future-of-marriage/?p154580,University of Reading,Supervisor: Dr F R Hamilton,Year round applications
PhD Research Project: Mechanistic design of effective pharmaceutical cocrystal formulations at Newcastle University,/phds/project/mechanistic-design-of-effective-pharmaceutical-cocrystal-formulations/?p154552,Newcastle University,Supervisor: Ms T C M Machado,Year round applications
PhD Research Project: Studying protein homeostasis in healthy and malignant stem cell development at University of York,/phds/project/studying-protein-homeostasis-in-healthy-and-malignant-stem-cell-development/?p154543,University of York,"Supervisors: Dr W Grey, Dr C Spicer",Year round applications
PhD Research Project: Delineating the functional organisation of medial prefrontal cortex at University of York,/phds/project/delineating-the-functional-organisation-of-medial-prefrontal-cortex/?p154541,University of York,Supervisor: Dr R Jackson,Year round applications
PhD Research Project: Studying the nitrogen cycle by advanced NMR methods at University of York,/phds/project/studying-the-nitrogen-cycle-by-advanced-nmr-methods/?p154540,University of York,Supervisor: Prof S Duckett,Year round applications
PhD Research Project: Technology Automation for Optimised Chemical Synthesis at Heriot-Watt University,/phds/project/technology-automation-for-optimised-chemical-synthesis/?p154539,Heriot-Watt University,"Supervisors: Dr S J Dalgarno, Dr F Vilela, Prof C Raston",Year round applications
PhD Research Project: Community-informed diversification of local food systems at University of Sheffield,/phds/project/community-informed-diversification-of-local-food-systems/?p154537,University of Sheffield,"Supervisors: Prof C P Osborne, Dr J Edmondson, Dr M Blake",Year round applications
